Alert[0]
	(0.8502503969714339)	EnvironmentalReverb
	(0.8499890554419276)	GLES20
	(0.8491549528411595)	GL11ExtensionPack
_________________________________________________________________________________
Graphics[7]
	(0.8806928467798849)	ComponentCallbacks2
	(0.8685371570696019)	Field
	(0.8648414526292056)	Calendar
	(0.8552658056012372)	AppWidgetManager
	(0.853539120097699)	Date
	(0.8532009576107182)	GLES11Ext
	(0.8502163513142968)	NetworkInterface
	(0.8445208554118951)	ReentrantReadWriteLock
	(0.8405872770658783)	Address
	(0.8399122932720591)	Array
	(0.8370087230135552)	Matrix4f
	(0.8364717654451074)	ScriptIntrinsicBlend
	(0.836005112193277)	DOMResult
	(0.835808309335718)	Lock
	(0.8357685734497431)	CyclicBarrier
	(0.8357485769704621)	KeyStore
	(0.8357305128323156)	Geocoder
	(0.8355125201556819)	ScriptIntrinsicBlend
	(0.8346055365977825)	InetAddress
	(0.8345179822310638)	ReentrantLock
_________________________________________________________________________________
Image[8]
	(0.8814819889526404)	ScriptIntrinsicBlend
	(0.8808299779594908)	ScriptIntrinsicBlend
	(0.8782070675171622)	GLES11Ext
	(0.86973667535167)	ComponentCallbacks2
	(0.8666431206490912)	LocationManager
	(0.865249507690221)	AccessibilityManager
	(0.8595065889349658)	GLES11
	(0.8587881504240658)	InetAddress
	(0.8576817895863182)	Math
	(0.8572503243254597)	MetaKeyKeyListener
	(0.8558941212485489)	FieldPacker
	(0.8515474325314114)	AlarmManager
	(0.849663354558783)	Matrix
	(0.8477429085449072)	Field
	(0.84735935868798)	AccessibilityManagerCompat
	(0.8461596054999458)	HttpsURLConnection
	(0.8456234980408988)	Sampler
	(0.8448805399847582)	InputMethodManager
	(0.8448025990036018)	EnvironmentalReverb
	(0.8437560882936264)	GLES10
_________________________________________________________________________________
Layer[9]
	(0.8922380367562752)	Assert
	(0.8913847957207417)	GLES11Ext
	(0.8879870186992105)	Field
	(0.8815070890602281)	HttpsURLConnection
	(0.8785605821492244)	FieldPacker
	(0.8769177307382513)	Bundle
	(0.8745467238968645)	File
	(0.8732928043890957)	LockSupport
	(0.8730839844715435)	Object
	(0.8708578502231465)	GregorianCalendar
	(0.8701151021028521)	BitSet
	(0.8688018710666704)	Date
	(0.8686825154749487)	Calendar
	(0.8686181357871203)	EGL14
	(0.8660041440748065)	Locale
	(0.8650869671212575)	GL11ExtensionPack
	(0.8647634238411777)	Address
	(0.8634162134153316)	InetAddress
	(0.8630536789939612)	EnvironmentalReverb
	(0.8619917849845492)	AbstractQueuedSynchronizer
_________________________________________________________________________________
Sprite[10]
	(0.9211279496193809)	Field
	(0.9204965864242722)	Date
	(0.9190931769861204)	Address
	(0.9185537519956714)	GLES11Ext
	(0.9084404897414589)	FieldPacker
	(0.908241104401982)	GregorianCalendar
	(0.9012888212041587)	EnvironmentalReverb
	(0.8976269040468556)	MetaKeyKeyListener
	(0.8969919283365282)	PropertyValuesHolder
	(0.896452099014637)	FieldPacker
	(0.8962896348270629)	Locale
	(0.8954014421131606)	InetAddress
	(0.8941595179245033)	DatabaseUtils
	(0.8939903395287315)	Calendar
	(0.8898863108261439)	Math
	(0.8881364494837733)	Bundle
	(0.8879245329702785)	File
	(0.8875058867399693)	Float
	(0.887405977720288)	ScriptIntrinsicBlend
	(0.8872854246036149)	DialogFragment
_________________________________________________________________________________
